0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,8,8,8,8,8
0,0,0,0,0,0,8,8,8,8,8,8
0,0,0,0,0,0,8,8,8,8,8,8
0,0,0,0,0,0,8,8,8,8,8,8
1,0,0,0,0,0,8,8,8,8,8,8
2,0,0,0,0,0,8,8,8,8,8,8
3,0,0,0,0,0,8,8,8,8,8,8
4,0,0,0,0,0,8,8,8,8,8,8
5,0,0,0,0,0,8,8,8,8,8,8
6,0,0,0,0,0,8,8,8,8,8,8
7,0,0,0,0,0,8,8,8,8,8,8
8,0,0,0,0,0,8,7,7,7,7,7
9,0,0,0,0,0,8,7,7,7,7,7
a,0,0,0,0,0,8,7,7,7,7,7
b,0,0,0,0,0,8,7,7,7,7,7
c,0,0,0,0,0,8,7,7,7,7,7
d,0,0,0,0,0,8,7,7,7,7,7
e,0,0,0,0,0,8,7,7,7,7,7
f,0,0,0,0,0,8,7,7,7,7,7
0,1,0,0,0,0,8,8,8,9,9,9
1,1,0,0,0,0,8,8,8,9,9,9
2,1,0,0,0,0,8,8,8,9,9,9
3,1,0,0,0,0,8,8,8,9,9,9
4,1,0,0,0,0,8,8,8,9,9,9
5,1,0,0,0,0,8,8,8,8,8,8
6,1,0,0,0,0,8,8,8,8,8,8
7,1,0,0,0,0,8,8,8,8,8,8
8,1,0,0,0,0,8,7,7,7,7,7
9,1,0,0,0,0,8,7,7,7,7,7
a,1,0,0,0,0,8,7,7,7,7,7
b,1,0,0,0,0,8,7,7,6,6,6
c,1,0,0,0,0,8,7,7,6,6,6
d,1,0,0,0,0,8,7,7,6,6,6
e,1,0,0,0,0,8,7,7,6,6,6
f,1,0,0,0,0,8,7,7,6,6,6
0,2,0,0,0,0,8,8,8,b,b,b
1,2,0,0,0,0,8,8,8,b,b,b
2,2,0,0,0,0,8,8,8,b,b,b
3,2,0,0,0,0,8,8,8,b,b,b
4,2,0,0,0,0,8,8,8,9,9,9
5,2,0,0,0,0,8,8,8,9,9,9
6,2,0,0,0,0,8,8,8,8,8,8
7,2,0,0,0,0,8,8,8,8,8,8
8,2,0,0,0,0,8,7,7,7,7,7
9,2,0,0,0,0,8,7,7,7,7,7
a,2,0,0,0,0,8,7,7,6,6,6
b,2,0,0,0,0,8,7,7,6,6,6
c,2,0,0,0,0,8,7,7,4,4,4
d,2,0,0,0,0,8,7,7,4,4,4
e,2,0,0,0,0,8,7,7,4,4,4
f,2,0,0,0,0,8,7,7,4,4,4
0,3,0,0,0,0,8,8,8,c,c,c
1,3,0,0,0,0,8,8,8,c,c,c
2,3,0,0,0,0,8,8,8,c,c,c
3,3,0,0,0,0,8,8,8,b,b,b
4,3,0,0,0,0,8,8,8,b,b,b
5,3,0,0,0,0,8,8,8,9,9,9
6,3,0,0,0,0,8,8,8,9,9,9
7,3,0,0,0,0,8,8,8,8,8,8
8,3,0,0,0,0,8,7,7,7,7,7
9,3,0,0,0,0,8,7,7,6,6,6
a,3,0,0,0,0,8,7,7,6,6,6
b,3,0,0,0,0,8,7,7,4,4,4
c,3,0,0,0,0,8,7,7,4,4,4
d,3,0,0,0,0,8,7,7,3,3,3
e,3,0,0,0,0,8,7,7,3,3,3
f,3,0,0,0,0,8,7,7,3,3,3
0,4,0,0,0,0,8,8,8,d,d,d
1,4,0,0,0,0,8,8,8,d,d,d
2,4,0,0,0,0,8,8,8,d,d,d
3,4,0,0,0,0,8,8,8,c,c,c
4,4,0,0,0,0,8,8,8,b,b,b
5,4,0,0,0,0,8,8,8,b,b,b
6,4,0,0,0,0,8,8,8,9,9,9
7,4,0,0,0,0,8,8,8,8,8,8
8,4,0,0,0,0,8,7,7,7,7,7
9,4,0,0,0,0,8,7,7,6,6,6
a,4,0,0,0,0,8,7,7,4,4,4
b,4,0,0,0,0,8,7,7,4,4,4
c,4,0,0,0,0,8,7,7,3,3,3
d,4,0,0,0,0,8,7,7,2,2,2
e,4,0,0,0,0,8,7,7,2,2,2
f,4,0,0,0,0,8,7,7,2,2,2
0,5,0,0,0,0,8,8,8,f,f,f
1,5,0,0,0,0,8,8,8,f,f,f
2,5,0,0,0,0,8,8,8,d,d,d
3,5,0,0,0,0,8,8,8,d,d,d
4,5,0,0,0,0,8,8,8,c,c,c
5,5,0,0,0,0,8,8,8,b,b,b
6,5,0,0,0,0,8,8,8,9,9,9
7,5,0,0,0,0,8,8,8,8,8,8
8,5,0,0,0,0,8,7,7,7,7,7
9,5,0,0,0,0,8,7,7,6,6,6
a,5,0,0,0,0,8,7,7,4,4,4
b,5,0,0,0,0,8,7,7,3,3,3
c,5,0,0,0,0,8,7,7,2,2,2
d,5,0,0,0,0,8,7,7,2,2,2
e,5,0,0,0,0,8,7,7,0,0,0
f,5,0,0,0,0,8,7,7,0,0,0
0,6,0,0,0,0,8,8,8,f,f,f
1,6,0,0,0,0,8,8,8,f,f,f
2,6,0,0,0,0,8,8,8,f,f,f
3,6,0,0,0,0,8,8,8,d,d,d
4,6,0,0,0,0,8,8,8,c,c,c
5,6,0,0,0,0,8,8,8,b,b,b
6,6,0,0,0,0,8,8,8,9,9,9
7,6,0,0,0,0,8,8,8,8,8,8
8,6,0,0,0,0,8,7,7,7,7,7
9,6,0,0,0,0,8,7,7,6,6,6
a,6,0,0,0,0,8,7,7,4,4,4
b,6,0,0,0,0,8,7,7,3,3,3
c,6,0,0,0,0,8,7,7,2,2,2
d,6,0,0,0,0,8,7,7,0,0,0
e,6,0,0,0,0,8,7,7,0,0,0
f,6,0,0,0,0,8,7,7,0,0,0
0,7,0,0,0,0,8,8,8,f,f,f
1,7,0,0,0,0,8,8,8,f,f,f
2,7,0,0,0,0,8,8,8,f,f,f
3,7,0,0,0,0,8,8,8,d,d,d
4,7,0,0,0,0,8,8,8,c,c,c
5,7,0,0,0,0,8,8,8,b,b,b
6,7,0,0,0,0,8,8,8,9,9,9
7,7,0,0,0,0,8,8,8,8,8,8
8,7,0,0,0,0,8,7,7,7,7,7
9,7,0,0,0,0,8,7,7,6,6,6
a,7,0,0,0,0,8,7,7,4,4,4
b,7,0,0,0,0,8,7,7,3,3,3
c,7,0,0,0,0,8,7,7,2,2,2
d,7,0,0,0,0,8,7,7,0,0,0
e,7,0,0,0,0,8,7,7,0,0,0
f,7,0,0,0,0,8,7,7,0,0,0
0,8,0,0,0,0,7,8,7,f,f,f
1,8,0,0,0,0,7,8,7,f,f,f
2,8,0,0,0,0,7,8,7,f,f,f
3,8,0,0,0,0,7,8,7,f,f,f
4,8,0,0,0,0,7,8,7,f,f,f
5,8,0,0,0,0,7,8,7,f,f,f
6,8,0,0,0,0,7,8,7,f,f,f
7,8,0,0,0,0,7,8,7,f,f,f
8,8,0,0,0,0,7,7,8,f,f,f
9,8,0,0,0,0,7,7,8,f,f,f
a,8,0,0,0,0,7,7,8,f,f,f
b,8,0,0,0,0,7,7,8,f,f,f
c,8,0,0,0,0,7,7,8,f,f,f
d,8,0,0,0,0,7,7,8,f,f,f
e,8,0,0,0,0,7,7,8,f,f,f
f,8,0,0,0,0,7,7,8,f,f,f
0,9,0,0,0,0,7,8,7,f,f,f
1,9,0,0,0,0,7,8,7,f,f,f
2,9,0,0,0,0,7,8,7,f,f,f
3,9,0,0,0,0,7,8,7,f,f,f
4,9,0,0,0,0,7,8,7,f,f,f
5,9,0,0,0,0,7,8,7,f,f,f
6,9,0,0,0,0,7,8,7,f,f,f
7,9,0,0,0,0,7,8,7,f,f,f
8,9,0,0,0,0,7,7,8,f,f,f
9,9,0,0,0,0,7,7,8,f,f,f
a,9,0,0,0,0,7,7,8,f,f,f
b,9,0,0,0,0,7,7,8,f,f,f
c,9,0,0,0,0,7,7,8,f,f,f
d,9,0,0,0,0,7,7,8,f,f,f
e,9,0,0,0,0,7,7,8,f,f,f
f,9,0,0,0,0,7,7,8,f,f,f
0,a,0,0,0,0,7,8,7,f,f,f
1,a,0,0,0,0,7,8,7,f,f,f
2,a,0,0,0,0,7,8,7,f,f,f
3,a,0,0,0,0,7,8,7,f,f,f
4,a,0,0,0,0,7,8,7,f,f,f
5,a,0,0,0,0,7,8,7,f,f,f
6,a,0,0,0,0,7,8,7,f,f,f
7,a,0,0,0,0,7,8,7,f,f,f
8,a,0,0,0,0,7,7,8,f,f,f
9,a,0,0,0,0,7,7,8,f,f,f
a,a,0,0,0,0,7,7,8,f,f,f
b,a,0,0,0,0,7,7,8,f,f,f
c,a,0,0,0,0,7,7,8,f,f,f
d,a,0,0,0,0,7,7,8,f,f,f
e,a,0,0,0,0,7,7,8,f,f,f
f,a,0,0,0,0,7,7,8,f,f,f
0,b,0,0,0,0,7,8,7,f,f,f
1,b,0,0,0,0,7,8,7,f,f,f
2,b,0,0,0,0,7,8,7,f,f,f
3,b,0,0,0,0,7,8,7,f,f,f
4,b,0,0,0,0,7,8,7,f,f,f
5,b,0,0,0,0,7,8,7,f,f,f
6,b,0,0,0,0,7,8,7,f,f,f
7,b,0,0,0,0,7,8,7,f,f,f
8,b,0,0,0,0,7,7,8,f,f,f
9,b,0,0,0,0,7,7,8,f,f,f
a,b,0,0,0,0,7,7,8,f,f,f
b,b,0,0,0,0,7,7,8,f,f,f
c,b,0,0,0,0,7,7,8,f,f,f
d,b,0,0,0,0,7,7,8,f,f,f
e,b,0,0,0,0,7,7,8,f,f,f
f,b,0,0,0,0,7,7,8,f,f,f
0,c,0,0,0,0,7,8,7,f,f,f
1,c,0,0,0,0,7,8,7,f,f,f
2,c,0,0,0,0,7,8,7,f,f,f
3,c,0,0,0,0,7,8,7,f,f,f
4,c,0,0,0,0,7,8,7,f,f,f
5,c,0,0,0,0,7,8,7,f,f,f
6,c,0,0,0,0,7,8,7,f,f,f
7,c,0,0,0,0,7,8,7,f,f,f
8,c,0,0,0,0,7,7,8,f,f,f
9,c,0,0,0,0,7,7,8,f,f,f
a,c,0,0,0,0,7,7,8,f,f,f
b,c,0,0,0,0,7,7,8,f,f,f
c,c,0,0,0,0,7,7,8,f,f,f
d,c,0,0,0,0,7,7,8,f,f,f
e,c,0,0,0,0,7,7,8,f,f,f
f,c,0,0,0,0,7,7,8,f,f,f
0,d,0,0,0,0,7,8,7,f,f,f
1,d,0,0,0,0,7,8,7,f,f,f
2,d,0,0,0,0,7,8,7,f,f,f
3,d,0,0,0,0,7,8,7,f,f,f
4,d,0,0,0,0,7,8,7,f,f,f
5,d,0,0,0,0,7,8,7,f,f,f
6,d,0,0,0,0,7,8,7,f,f,f
7,d,0,0,0,0,7,8,7,f,f,f
8,d,0,0,0,0,7,7,8,f,f,f
9,d,0,0,0,0,7,7,8,f,f,f
a,d,0,0,0,0,7,7,8,f,f,f
b,d,0,0,0,0,7,7,8,f,f,f
c,d,0,0,0,0,7,7,8,f,f,f
d,d,0,0,0,0,7,7,8,f,f,f
e,d,0,0,0,0,7,7,8,f,f,f
f,d,0,0,0,0,7,7,8,f,f,f
0,e,0,0,0,0,7,8,7,f,f,f
1,e,0,0,0,0,7,8,7,f,f,f
2,e,0,0,0,0,7,8,7,f,f,f
3,e,0,0,0,0,7,8,7,f,f,f
4,e,0,0,0,0,7,8,7,f,f,f
5,e,0,0,0,0,7,8,7,f,f,f
6,e,0,0,0,0,7,8,7,f,f,f
7,e,0,0,0,0,7,8,7,f,f,f
8,e,0,0,0,0,7,7,8,f,f,f
9,e,0,0,0,0,7,7,8,f,f,f
a,e,0,0,0,0,7,7,8,f,f,f
b,e,0,0,0,0,7,7,8,f,f,f
c,e,0,0,0,0,7,7,8,f,f,f
d,e,0,0,0,0,7,7,8,f,f,f
e,e,0,0,0,0,7,7,8,f,f,f
f,e,0,0,0,0,7,7,8,f,f,f
0,f,0,0,0,0,7,8,7,f,f,f
1,f,0,0,0,0,7,8,7,f,f,f
2,f,0,0,0,0,7,8,7,f,f,f
3,f,0,0,0,0,7,8,7,f,f,f
4,f,0,0,0,0,7,8,7,f,f,f
5,f,0,0,0,0,7,8,7,f,f,f
6,f,0,0,0,0,7,8,7,f,f,f
7,f,0,0,0,0,7,8,7,f,f,f
8,f,0,0,0,0,7,7,8,f,f,f
9,f,0,0,0,0,7,7,8,f,f,f
a,f,0,0,0,0,7,7,8,f,f,f
b,f,0,0,0,0,7,7,8,f,f,f
c,f,0,0,0,0,7,7,8,f,f,f
d,f,0,0,0,0,7,7,8,f,f,f
e,f,0,0,0,0,7,7,8,f,f,f
f,f,0,0,0,0,7,7,8,f,f,f